"PROVINCIE","BEVOEGD GEZAG NUMMER","BRIN NUMMER","INSTELLINGSNAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","ONDERWIJSSTRUCTUUR","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","NODAAL GEBIED CODE","NODAAL GEBIED NAAM","RPA-GEBIED CODE","RPA-GEBIED NAAM","WGR-GEBIED CODE","WGR-GEBIED NAAM","COROPGEBIED CODE","COROPGEBIED NAAM","ONDERWIJSGEBIED CODE","ONDERWIJSGEBIED NAAM","RMC-REGIO CODE","RMC-REGIO NAAM"
"Gelderland","35647","02QN","Rooms Katholieke Scholengemeenschap Marianum voor Lyc Havo Mavo Vbo Lwoo","Deken Hooijmansingel","1","7141EA","GROENLO","1586","OOST GELRE","Rooms-Katholiek","0544477070","www.marianum.nl","VBO/MAVO/HAVO/VWO","Postbus","35","7140AA","GROENLO","24","Winterswijk","12","Achterhoek","13","Oost-Gelderland","14","Achterhoek","08","Zuidelijke Achterhoek","13","Achterhoek"
"Gelderland","36921","02FB","Christelijk College Nassau-Veluwe","Stationslaan","26","3842LA","HARDERWIJK","0243","HARDERWIJK","Samenwerking PC, RK","0341436170","www.ccnv.nl","HAVO/VWO","Postbus","29","3840AA","HARDERWIJK","28","Harderwijk","08","Noordwest-Veluwe","17","Noordwest-Veluwe","13","Veluwe","10","Harderwijk-Amersfoort","17","Noordwest-Veluwe"
"Gelderland","40125","02SY","Scholengemeenschap voor Vwo Dorenweerd College","Dalweg","5","6865CZ","DOORWERTH","0274","RENKUM","Samenwerking PC, RK, Alg. Bijz","0263397030","www.dorenweerd.nl","MAVO/HAVO/VWO","Postbus","70","6865ZH","DOORWERTH","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","40375","00RZ","Montessori College voor Vwo, Havo, Vmbo","Kwakkenbergweg","27","6523MJ","NIJMEGEN","0268","NIJMEGEN","Algemeen bijzonder","0243283000","www.montessoricollege.nl","VBO/MAVO/HAVO/VWO","Postbus","146","6500AC","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","40608","25GE","Het Streek Lyceum, Christelijke School voor mavo, havo, vwo en gymnasium","Bovenbuurtweg","1","6717XA","EDE GLD","0228","EDE","Protestants-Christelijk","0318477100","www.hetstreek.nl","VBO/MAVO/HAVO/VWO","Postbus","460","6710BL","EDE GLD","29","Ede","10","De Vallei","16","Eem en Vallei","13","Veluwe","09","Arnhem en omstreken","16","Eem en Vallei"
"Gelderland","40608","26HV","Het Streek College Christelijke school voor praktijkonderwijs","Zandlaan","25","6717LN","EDE GLD","0228","EDE","Protestants-Christelijk","0318477100","www.hetstreek.nl","PRO","Postbus","460","6710BL","EDE GLD","29","Ede","10","De Vallei","16","Eem en Vallei","13","Veluwe","09","Arnhem en omstreken","16","Eem en Vallei"
"Gelderland","40631","00TQ","Scholengemeenschap Mariëndael VBO LWOO","Middachtensingel","12","6825HN","ARNHEM","0202","ARNHEM","Protestants-Christelijk","0263537480","www.mariendael.nl","VBO","Postbus","821","6800AV","ARNHEM","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","40641","08LP","Isendoorn College voor Mavo Havo en Atheneum","Lage Weide","1","7231NN","WARNSVELD","0301","ZUTPHEN","Rooms-Katholiek","0575760760","www.isendoorn.nl","MAVO/HAVO/VWO","Postbus","1093","7230AB","WARNSVELD","23","Zutphen","09","Stedendriehoek","11","Stedendriehoek","14","Achterhoek","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","40687","25GV","Aeres VMBO en Aeres MBO","Bovenbuurtweg","27","6717XA","EDE GLD","0228","EDE","Algemeen bijzonder","0880207020","www.aeres.nl","VBO/MAVO/MBO","Postbus","245","6710BE","EDE GLD","29","Ede","10","De Vallei","16","Eem en Vallei","13","Veluwe","09","Arnhem en omstreken","16","Eem en Vallei"
"Gelderland","40716","19QA","Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Pro en Lwoo","Beethovenlaan","1","4102BM","CULEMBORG","0216","CULEMBORG","Samenwerking PC, RK","0345639050","www.kwc-culemborg.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","7","4100AA","CULEMBORG","33","Culemborg","14","Rivierenland","15","Rivierenland","16","Zuidwest-Gelderland","13","Utrecht en omstreken","15","Rivierenland"
"Gelderland","40922","00MP","Christelijk College De Noordgouw","Eperweg","34-A","8181EW","HEERDE","0246","HEERDE","Protestants-Christelijk","0578693411","www.noordgouw.nl","VBO/MAVO/HAVO/VWO","Postbus","178","8180AD","HEERDE","18","Zwolle","06","IJssel en Vecht","10","IJssel-Vecht","13","Veluwe","05","Zwolle-Meppel en omstreken","10","IJssel-Vecht"
"Gelderland","40930","02VN","Regionale Scholengemeenschap Het Rhedens voor Lyceum Havo Mavo Vbo","Kleiberglaan","1","6891DK","ROZENDAAL","0277","ROZENDAAL","Algemeen bijzonder","0313490900","www.hetrhedens.nl","VBO/MAVO/HAVO/VWO","Postbus","35","6950AA","DIEREN","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","40930","26NH","De Tender School voor Praktijkonderwijs","Harderwijkerweg","1-B","6952AA","DIEREN","0275","RHEDEN","Algemeen bijzonder","0313422765","www.hetrhedens.nl","PRO","Postbus","35","6950AA","DIEREN","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","40979","31JC","Zone.college","Hoeflingweg","9","7241CJ","LOCHEM","0262","LOCHEM","Algemeen bijzonder","0882620700","www.zonecollege.nl","VBO/MBO","Postbus","190","7240AD","LOCHEM","23","Zutphen","09","Stedendriehoek","11","Stedendriehoek","14","Achterhoek","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","41152","23HC","Lingecollege voor vwo havo mavo vmbo pro lwoo","Teisterbantlaan","2","4006EB","TIEL","0281","TIEL","Openbaar","0344640150","www.lingecollege.nl","VBO/MAVO/HAVO/VWO/PRO","Postbus","224","4000AE","TIEL","31","Tiel","14","Rivierenland","15","Rivierenland","16","Zuidwest-Gelderland","11","Oostelijk Maas-Waalgebied","15","Rivierenland"
"Gelderland","41158","02EX","Morgen College christelijke scholengemeenschap voor vmbo","De Sypel","2","3842AE","HARDERWIJK","0243","HARDERWIJK","Samenwerking PC, RK","0888508008","www.landstede.nl/voortgezetonderwijs","VBO/MAVO","Postbus","1","8000AA","ZWOLLE","28","Harderwijk","08","Noordwest-Veluwe","17","Noordwest-Veluwe","13","Veluwe","10","Harderwijk-Amersfoort","17","Noordwest-Veluwe"
"Gelderland","41164","26JR","Pro College Nijmegen/Bemmel voor Praktijkonderwijs","Dennenstraat","21","6543JP","NIJMEGEN","0268","NIJMEGEN","Algemeen bijzonder","0242210221","www.procollege.nl","PRO","Dennenstraat","21","6543JP","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41164","26KY","Pro College Wijchen voor praktijkonderwijs","Acaciastraat","68","6602EN","WIJCHEN","0296","WIJCHEN","Algemeen bijzonder","0246412817","www.procollege.nl","PRO","Acaciastraat","68","6602EN","WIJCHEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41202","00CB","Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs","Wilhelminasingel","13-15","6524AJ","NIJMEGEN","0268","NIJMEGEN","Antroposofisch","0243820460","www.kgcnijmegen.nl","MAVO/HAVO/VWO","Wilhelminasingel","13-15","6524AJ","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41269","08SG","Christelijk Voortgezet Onderwijs Apeldoorn voor Gymn Ath Havo Mavo en Vmbo","Heemradenlaan","125","7329BZ","APELDOORN","0200","APELDOORN","Protestants-Christelijk","0555779799","www.heemgaard.nl","VBO/MAVO/HAVO/VWO","Postbus","20177","7302HD","APELDOORN","27","Apeldoorn","09","Stedendriehoek","11","Stedendriehoek","13","Veluwe","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","41281","01VN","Canisius College Lyceum Havo Mavo Vbo Lwoo","Berg en Dalseweg","207","6522BK","NIJMEGEN","0268","NIJMEGEN","Rooms-Katholiek","0243816816","www.canisiuscollege.nl","VBO/MAVO/HAVO/VWO","Postbus","6687","6503GD","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41281","02ST","Kandinsky College voor Lyceum Havo Mavo Vbo Lwoo","Malderburchtstraat","11","6535ND","NIJMEGEN","0268","NIJMEGEN","Rooms-Katholiek","0243522555","www.kandinskycollege.nl","VBO/MAVO/HAVO/VWO","Postbus","6687","6503GD","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41281","02VE","NSG Groenewoud voor Vwo Havo en Mavo","van Cranenborchstraat","7","6525BM","NIJMEGEN","0268","NIJMEGEN","Algemeen bijzonder","0243234455","www.nsg-groenewoud.nl","MAVO/HAVO/VWO","Postbus","6687","6503GD","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","00OB","Maaswaal College voor Gymnasium Atheneum Havo Vmbo Lwoo","Veenseweg","18","6603AN","WIJCHEN","0296","WIJCHEN","Samenwerking PC, RK","0246487120","www.maaswaalcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","444","6600AK","WIJCHEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","14NQ","Dominicus Mavo/Havo/Atheneum/Gymnasium","Energieweg","93","6541CZ","NIJMEGEN","0268","NIJMEGEN","Rooms-Katholiek","0243772164","www.dominicuscollege.nl","HAVO/VWO","Energieweg","93","6541CZ","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","17IR","Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo","Mr. van Coothstraat","34","6651ZJ","DRUTEN","0225","DRUTEN","Rooms-Katholiek","0487512403","www.paxchristicollege.nl","VBO/MAVO/HAVO/VWO","Postbus","16","6650AA","DRUTEN","30","Nijmegen","13","Nijmegen","15","Rivierenland","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","20CI","Stedelijk Gymnasium Nijmegen","Kronenburgersingel","269","6511AS","NIJMEGEN","0268","NIJMEGEN","Openbaar","0243220606","www.stedelijkgymnijmegen.nl","VWO","Kronenburgersingel","269","6511AS","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","20EO","Stedelijke Scholengemeenschap Nijmegen","IJsbeerstraat","12","6531PL","NIJMEGEN","0268","NIJMEGEN","Openbaar","0243563974","www.ssgn.nl","MAVO/HAVO/VWO","Postbus","31091","6503CB","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","21SK","Mondial College","Leuvensbroek","3001","6546TD","NIJMEGEN","0268","NIJMEGEN","Openbaar","0243786993","www.mondialcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","6920","6503GK","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41285","30AU","Citadel College voor vwo havo mavo vbo en lwoo","Dijkstraat","7","6663AD","LENT","0268","NIJMEGEN","Samenwerking PC, RK","0243297740","www.citadelcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","148","6500AC","NIJMEGEN","30","Nijmegen","13","Nijmegen","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41297","02DC","Corlaer College","Ds. Kuypersstraat","3-5","3863CA","NIJKERK GLD","0267","NIJKERK","Protestants-Christelijk","0334794040","www.corlaercollege.nl","VBO/MAVO/HAVO/VWO","Postbus","194","3800AD","AMERSFOORT","35","Amersfoort","10","De Vallei","16","Eem en Vallei","13","Veluwe","10","Harderwijk-Amersfoort","16","Eem en Vallei"
"Gelderland","41297","26HU","Accent Praktijkonderwijs","Ds. Kuypersstraat","1","3863CA","NIJKERK GLD","0267","NIJKERK","Protestants-Christelijk","0332458819","www.accentnijkerk.nl","PRO","Postbus","194","3800AD","AMERSFOORT","35","Amersfoort","10","De Vallei","16","Eem en Vallei","13","Veluwe","10","Harderwijk-Amersfoort","16","Eem en Vallei"
"Gelderland","41300","07PK","Arentheem College Interconfessionele School voor Atheneum Gymnasium Havo Vmbo","Thomas a Kempislaan","25","6822LR","ARNHEM","0202","ARNHEM","Samenwerking PC, RK","0264432113","www.arentheemcollege.nl","VBO/MAVO/HAVO/VWO","Postbus","2019","6802CA","ARNHEM","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","41300","26JT","Praktijkschool Arentheem","Laan van Presikhaaf","5","6826HA","ARNHEM","0202","ARNHEM","Samenwerking PC, RK","0264432113","www.arentheemcollege.nl","PRO","Postbus","2019","6802CA","ARNHEM","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","41440","00TM","Christelijk Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo","Mammoetstraat","3","6671DL","ZETTEN","1734","OVERBETUWE","Protestants-Christelijk","0488451544","www.hendrikpiersoncollege.nl","VBO/MAVO/HAVO/VWO","Postbus","2","6670AA","ZETTEN","26","Arnhem","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","09","Arnhem en omstreken","14","Arnhem/Nijmegen"
"Gelderland","41440","17IM","Over Betuwe College voor Ath Havo Mavo Vbo Lwoo","De Heister","1","6681CV","BEMMEL","1705","LINGEWAARD","Rooms-Katholiek","0481470555","www.overbetuwecollege.nl","VBO/MAVO/HAVO/VWO","Postbus","19","6680AA","BEMMEL","30","Nijmegen","11","IJssel en Rijn","14","Arnhem/Nijmegen","15","Arnhem/Nijmegen","11","Oostelijk Maas-Waalgebied","14","Arnhem/Nijmegen"
"Gelderland","41585","01MU","De Meerwaarde","Rietberglaan","6","3771RD","BARNEVELD","0203","BARNEVELD","Protestants-Christelijk","0342404777","www.demeerwaarde.nl","VBO/MAVO","Postbus","223","3770AE","BARNEVELD","35","Amersfoort","10","De Vallei","16","Eem en Vallei","13","Veluwe","10","Harderwijk-Amersfoort","16","Eem en Vallei"
"Gelderland","41585","02FO","De Meerwaarde Praktijkonderwijs","Rietberglaan","6","3771RD","BARNEVELD","0203","BARNEVELD","Protestants-Christelijk","0342404777","www.pro.demeerwaarde.nl","PRO","Postbus","223","3770AE","BARNEVELD","35","Amersfoort","10","De Vallei","16","Eem en Vallei","13","Veluwe","10","Harderwijk-Amersfoort","16","Eem en Vallei"
"Gelderland","41616","26KV","Praktijkschool Apeldoorn","Fabianusstraat","2","7333BM","APELDOORN","0200","APELDOORN","Openbaar","0555332544","www.praktijkschool-apeldoorn.nl","PRO","Postbus","712","7300AS","APELDOORN","27","Apeldoorn","09","Stedendriehoek","11","Stedendriehoek","13","Veluwe","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","41622","26LU","De Brug School voor Praktijkonderwijs","Wielkamp","1","5301DB","ZALTBOMMEL","0297","ZALTBOMMEL","Algemeen bijzonder","0418512701","","PRO","Wielkamp","1","5301DB","ZALTBOMMEL","32","Zaltbommel","14","Rivierenland","15","Rivierenland","16","Zuidwest-Gelderland","12","Noord-Noord-Brabant","15","Rivierenland"
"Gelderland","41671","07YU","Mijnschool voor Praktijkonderwijs","Kruithuis","4","3844DH","HARDERWIJK","0243","HARDERWIJK","Protestants-Christelijk","0341417419","www.mijnschool.nu","PRO","Postbus","187","3840AD","HARDERWIJK","28","Harderwijk","08","Noordwest-Veluwe","17","Noordwest-Veluwe","13","Veluwe","10","Harderwijk-Amersfoort","17","Noordwest-Veluwe"
"Gelderland","41769","26MV","Van Lodenstein College Reformatorische School voor Praktijkonderwijs","Verlengde Parkweg","49","6717GL","EDE GLD","0228","EDE","Reformatorisch","0318665266","www.vanlodenstein.nl","PRO","Postbus","560","6710BN","EDE GLD","29","Ede","10","De Vallei","16","Eem en Vallei","13","Veluwe","09","Arnhem en omstreken","16","Eem en Vallei"
"Gelderland","41836","20KQ","Openbare Scholengemeenschap Apeldoorn","Jhr Mr G W Molleruslaan","42","7316AW","APELDOORN","0200","APELDOORN","Openbaar","0555393856","www.ksg-apeldoorn.nl","VBO/MAVO/HAVO/VWO","Postbus","20017","7302HA","APELDOORN","27","Apeldoorn","09","Stedendriehoek","11","Stedendriehoek","13","Veluwe","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","41836","20QU","Gymnasium Apeldoorn","Kastanjelaan","10","7316BN","APELDOORN","0200","APELDOORN","Openbaar","0555393856","www.gymnasium-apeldoorn.nl","VWO","Postbus","20017","7302HA","APELDOORN","27","Apeldoorn","09","Stedendriehoek","11","Stedendriehoek","13","Veluwe","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","41864","17AY","Cambium College voor Atheneum Havo Mavo Vbo Lwoo","Courtine","2","5301DH","ZALTBOMMEL","0297","ZALTBOMMEL","Openbaar","0418512500","www.cambium.org","VBO/MAVO/HAVO/VWO","Courtine","2","5301DH","ZALTBOMMEL","32","Zaltbommel","14","Rivierenland","15","Rivierenland","16","Zuidwest-Gelderland","12","Noord-Noord-Brabant","15","Rivierenland"
"Gelderland","42356","00SZ","Johannes Fontanus College Christelijk Scholengemeenschap voor Mavo Havo Atheneum","Wethouder Rebellaan","135","3771KA","BARNEVELD","0203","BARNEVELD","Protestants-Christelijk","0342491469","www.jfc.nl","MAVO/HAVO/VWO","Postbus","108","3770AC","BARNEVELD","35","Amersfoort","10","De Vallei","16","Eem en Vallei","13","Veluwe","10","Harderwijk-Amersfoort","16","Eem en Vallei"
"Gelderland","42509","24TF","Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo","Zutphenseweg","108","7241SE","LOCHEM","0262","LOCHEM","Openbaar","0573297297","www.staring.nl","VBO/MAVO/HAVO/VWO","Postbus","200","7240AE","LOCHEM","23","Zutphen","09","Stedendriehoek","11","Stedendriehoek","14","Achterhoek","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
"Gelderland","42529","13JO","Rsgm Noord Oost Veluwe Ath Havo Mavo Vbo Lwoo","Schotweg","1","8162GM","EPE","0232","EPE","Openbaar","0578612094","www.rsgnov.nl","VBO/MAVO/HAVO/VWO","Postbus","419","8160AK","EPE","27","Apeldoorn","09","Stedendriehoek","11","Stedendriehoek","13","Veluwe","07","Apeldoorn en midden-IJsselgebied","11","Stedendriehoek"
